-10.30478990723253,0.99800885,0.0015124487
-10.3034010031742,1.0027635,0.0015156703
-10.30201209911496,0.999673,0.001513027
-10.300623194590965,0.9969134,0.0015117825
-10.299234290532636,1.0004373,0.0015143472
-10.29784538647385,0.99906325,0.001514453
-10.296456482415518,0.9988809,0.001513582
-10.295067578356734,1.0028895,0.0015165065
-10.29367867429795,0.99721134,0.001512482
-10.292289770239616,0.9986917,0.001512441
-10.29090086618083,1.0004439,0.001513271
-10.289511962122045,1.0000184,0.0015132775
-10.288123058063716,0.99692184,0.0015124454
-10.286734154005384,0.9999134,0.0015149112
-10.285345249947055,1.0003312,0.0015140064
-10.283956345887816,0.99795574,0.0015125528
-10.282567441829482,0.999164,0.0015137491
-10.281178537771154,0.99996054,0.0015158183
-10.27978963371191,1.000627,0.0015139463
-10.278400729653582,1.0029589,0.0015136035
-10.277011825595249,1.0002751,0.00151377
-10.27562292153692,0.9999481,0.0015134509
-10.274234017478587,0.99874794,0.0015117544
-10.272845113419347,1.0003654,0.0015136497
-10.27145620936102,0.99814326,0.0015139132
-10.270067305302685,0.9993415,0.0015119576
-10.268678401243447,1.0008386,0.0015125718
-10.267289497185114,1.0023862,0.0015132247
-10.265900593126785,0.9995756,0.0015131762
-10.264511689067547,1.0004268,0.0015151738
-10.263122785009212,0.999257,0.0015125943
-10.261733880950885,1.0012747,0.0015159155
-10.260344977358212,1.0015115,0.0015141116
-10.258956073299426,0.99976975,0.0015143784
-10.257567169240641,1.0008566,0.0015156743
-10.256178265182312,0.9986025,0.0015128028
-10.254789361123526,1.0010889,0.001513869
-10.253400457064739,1.0015492,0.0015154855
-10.252011553472073,0.9979821,0.001513425
-10.250622649413286,1.0004717,0.001514433
-10.249233745354953,0.99783015,0.0015126698
-10.247844841296624,0.9977296,0.0015135654
-10.246455937237384,0.9978137,0.0015127065
-10.245067033644714,1.0030557,0.0015150589
-10.243678129586383,0.99995756,0.0015133801
-10.242289225527141,0.9995912,0.0015140887
-10.240900321468812,0.9993074,0.0015124689
-10.23951141741048,0.99901265,0.0015126668
-10.238122513817354,0.998587,0.0015122177
-10.236733609759026,1.0021529,0.0015152069
-10.235344705700241,1.0009743,0.0015146214
-10.233955802107115,0.99900585,0.0015122403
-10.232566898048788,0.9990141,0.001512111
-10.23117799399,0.99743104,0.0015141818
-10.229789089931215,0.9989063,0.0015137135
-10.228400186338542,0.9993622,0.0015128999
-10.227011282280214,1.001735,0.0015151883
-10.225622378220976,1.000248,0.0015131695
-10.22423347462694,0.9978915,0.0015110039
-10.22284457056861,1.0007449,0.001513443
-10.221455666510279,1.0010782,0.0015140134
-10.2200667629167,0.9999676,0.0015150304
-10.218677858858367,1.0002435,0.001514524
-10.2172889552657,0.99939495,0.001513143
-10.215900051206914,0.9982547,0.001512702
-10.21451114714858,0.9996102,0.0015133
-10.213122243555459,0.9968704,0.0015123552
-10.211733339496675,1.0000279,0.0015147782
-10.210344435904002,1.0010499,0.0015137655
-10.208955531845216,1.0000247,0.0015141323
